league,season,homeTeam,awayTeam,date,team,min,sec,x,y,goalYN,headerYN,bigChanceYN,fromCornerYN,fastBreakYN,penaltyYN,directFKYN,ownGoalYN,chanceX1,chanceY1,chanceX2,chanceY2,crossYN,throughballYN,indirectFKYN,secondThroughballYN,dribbleKeeperYN,dribbleBeforeYN,reboundYN,errorYN,onTarget,sixYard,penaltyArea,outBox,Premier League,La Liga,Ligue 1,Bundesliga,Serie A,state_-1,state_0,state_1,distance,angle,xg
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,0,33,23.5,31.0,0,0,0,0,0,0,0,0,75.4,27.7,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30.220026472523152,16.91814186360252,0.018969598045765694
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,1,56,9.400000000000006,43.5,0,0,0,0,1,0,0,0,52.6,34.5,71.3,18.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11.428473213863702,47.52152871350676,0.17866163572400698
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,2,0,9.599999999999994,44.3,0,0,0,0,1,0,0,0,93.0,43.3,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11.164676439557034,49.8990924537878,0.18311404803940234
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,4,18,7.200000000000003,54.5,0,1,0,1,0,0,0,0,99.5,99.5,92.6,55.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.490583018850945,64.24472923983292,0.08084942220206606
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,5,16,29.299999999999997,60.6,0,0,0,0,0,0,0,0,71.3,67.3,67.6,50.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,31.15846594426625,19.593769910364706,0.01817234076266101
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,6,54,22.299999999999997,70.3,0,0,0,0,0,0,0,0,45.6,69.0,58.7,69.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30.155928107090315,16.167451740998736,0.019399711722679285
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,19,13,20.099999999999994,55.7,0,0,0,0,0,0,0,0,83.1,68.6,80.3,59.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20.892582415776175,29.560354464680756,0.04953577339277497
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,19,33,27.900000000000006,59.2,0,0,0,0,0,0,0,0,64.4,94.2,69.2,81.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,29.37771264070776,20.95416389720501,0.021690393004629105
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,20,41,8.799999999999997,45.8,0,1,0,0,0,0,0,0,88.9,59.7,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.750897394599123,58.03981609583333,0.0543504043911824
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,21,0,10.700000000000003,64.1,1,0,1,0,0,0,0,0,80.0,69.6,,,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,17.70028248362155,23.47946317842088,0.49230484092031235
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,24,50,13.799999999999997,29.1,0,0,0,0,0,0,0,0,72.4,48.1,85.0,23.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.044959572736385,14.815994055742738,0.035781982906050495
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,26,28,23.599999999999994,34.2,0,0,0,0,0,0,0,0,71.7,49.3,69.6,38.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,28.4007042166211,19.16476794982011,0.021014258485573402
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,40,24,22.900000000000006,58.1,0,0,0,0,0,0,0,0,86.2,63.4,80.0,62.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.290327292978173,25.091054760736068,0.04170010383451543
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,44,7,29.099999999999994,65.2,0,0,0,0,0,0,0,0,65.9,44.9,69.4,64.9,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,32.83062594590606,17.606586849001072,0.012085136855432305
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,45,14,9.5,48.7,0,1,0,0,0,0,0,0,81.9,25.6,90.1,51.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.588534820294496,61.23593767554808,0.05336630919113592
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,47,11,10.299999999999997,71.7,0,0,0,0,0,0,0,0,69.1,78.2,72.5,74.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,24.020407989873945,12.169545760565674,0.03987031469811738
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,47,46,23.799999999999997,45.2,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.279209212822394,25.971558771360588,0.03373293241435185
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,49,57,24.200000000000003,62.7,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27.330020124398008,21.113997594955777,0.06567047762130288
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,50,1,23.700000000000003,62.6,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,26.8411996751263,21.44124267867426,0.032301487914722496
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,52,1,8.299999999999997,25.9,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,25.48921340488953,8.715745790169473,0.02566736493317185
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,52,38,7.599999999999994,44.2,0,1,0,0,0,0,0,0,95.0,0.0,92.4,44.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,9.560334722173689,55.78664941353863,0.05572438383794115
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,54,15,26.599999999999994,56.3,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,27.335873865673285,22.98929320926102,0.02516238721406273
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,55,32,25.099999999999994,65.8,0,0,0,0,0,0,0,0,64.7,35.8,69.5,68.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.65889411289638,18.663107863808733,0.018950561038201922
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,64,1,3.700000000000003,60.5,0,1,0,1,0,0,0,0,99.6,99.3,96.3,60.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.132834320154057,24.7608357966196,0.06878999726161314
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,70,19,24.400000000000006,58.3,0,0,0,0,0,0,0,0,74.6,24.4,74.1,50.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,25.77304793771975,23.763595256405367,0.0282008834895266
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,71,21,97.9,50.0,1,0,0,0,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97.9,6.664303635045222,0.0
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,77,17,22.900000000000006,60.6,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25.234302050978155,23.365226615965113,0.026154012805180926
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,79,19,3.799999999999997,49.8,1,0,1,0,0,0,0,0,51.6,59.6,79.9,31.2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,3.805259518088087,112.57477162221464,0.5331052559952416
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,86,8,26.200000000000003,67.9,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,31.73089976663127,17.042380225668285,0.015365799513710646
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,87,25,23.700000000000003,57.2,0,0,0,0,0,0,0,0,68.7,49.1,75.7,62.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24.76953774296162,24.938135774202493,0.034072867440146495
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,89,17,22.0,38.0,0,0,0,0,0,0,0,0,78.1,50.5,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,25.059928172283335,22.838471446842505,0.032334466180399334
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,92,46,8.0,51.3,0,1,0,1,0,0,0,0,99.5,0.5,92.0,51.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,8.104936767180853,69.99671890868274,0.08008478927816945
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,94,42,7.299999999999997,51.5,0,1,1,1,0,0,0,0,99.5,99.5,92.7,51.5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.452516353554681,74.51850894902744,0.3153241271104616
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,96,8,8.099999999999994,40.6,0,1,0,1,0,0,0,0,99.5,0.5,91.9,40.6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.408464852672141,37.239377981977356,0.042205019133582246
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Benfica,96,9,7.900000000000006,53.1,0,0,1,1,0,0,0,0,99.5,0.5,91.9,40.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,8.486459803710856,66.30190752832243,0.3483969373909867
UEFA Champions League,2019/2020,Zenit,Benfica,2019-10-02,Zenit,96,45,15.700000000000003,36.3,0,0,0,0,0,0,0,0,64.0,9.4,74.6,34.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.836986346398565,24.016198005867277,0.047904117427783874
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,3,57,28.299999999999997,43.1,0,0,0,0,0,0,0,0,75.9,20.7,73.1,36.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29.129023327259016,21.571999152724526,0.022107553374999745
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,4,13,23.5,36.9,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,26.904646438858848,21.18092618456981,0.026935163843369192
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,7,6,22.099999999999994,23.0,1,0,0,0,0,0,0,0,64.0,18.6,69.7,5.9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,34.89140295258991,12.003584431775918,0.011425408800717985
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,18,3,27.400000000000006,61.5,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,29.7154841791279,20.166147080090028,0.05235282982490561
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,18,35,23.599999999999994,47.2,0,0,0,0,0,0,0,0,77.0,5.0,75.8,43.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,23.76552124402071,26.81293638402865,0.03432739736031896
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,24,53,11.5,50.0,0,0,1,0,0,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.5,52.73083024510725,0.76
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,30,39,19.400000000000006,61.0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22.301569451498256,25.44257786862521,0.039178803330132544
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,32,21,9.5,67.8,0,0,0,0,1,0,0,0,42.2,62.6,67.4,78.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,20.176471445721127,16.125024887453616,0.07311699538651636
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,33,8,8.099999999999994,51.9,1,0,1,0,0,0,0,0,92.9,35.1,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,8.319855767980592,68.30886516053731,0.4966031096376809
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,37,56,4.299999999999997,47.4,0,0,1,0,0,0,0,0,88.2,11.0,95.6,47.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.024937810560444,98.40155130210722,0.521485762018436
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,38,31,9.599999999999994,51.9,0,1,0,1,0,0,0,0,78.3,25.9,89.0,51.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9.786214794290993,59.96279583382928,0.05797223921503265
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,41,40,22.799999999999997,32.6,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,28.681004166521085,18.209491829390892,0.026053373621549424
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,41,47,11.0,75.7,0,0,0,0,0,0,0,0,85.4,70.3,89.0,75.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,27.95514263959317,9.504493402372672,0.02670481825009043
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,45,58,28.599999999999994,45.1,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,29.016719318351612,21.938446633807434,0.050209585946875065
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,48,18,19.0,53.7,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19.356910910576616,32.332304225304426,0.04265487533854012
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,56,38,6.700000000000003,55.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.796590248499703,59.55642432007431,0.1700995315397306
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,59,22,8.0,65.8,0,0,0,0,1,0,0,0,75.5,41.8,88.9,64.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17.7098842458103,17.972129878209014,0.1160557628148971
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,62,30,20.0,47.9,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,20.10994778710278,31.50975733956047,0.10633567991335033
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,68,10,8.700000000000003,41.5,1,0,1,0,0,0,0,0,81.6,44.9,91.3,41.5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,12.163058825805294,40.66499152949069,0.4843451117836895
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,70,47,21.599999999999994,65.5,0,0,0,0,0,0,0,0,86.8,75.6,78.5,65.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26.58589851782331,20.060569325583856,0.025552321442428083
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,71,8,3.299999999999997,34.6,0,0,0,0,0,0,0,0,85.8,36.0,96.7,34.6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,15.749603169603986,9.899679503743945,0.08590447348574752
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,76,11,29.299999999999997,42.5,0,0,0,0,0,0,0,0,73.7,84.1,68.0,51.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,30.244668951734283,20.73667426381103,0.018061572858402784
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,79,32,21.099999999999994,69.4,0,0,0,0,0,0,0,0,75.8,84.1,79.4,69.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28.66304240655552,16.953109307745475,0.020540543849995284
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,81,45,22.5,43.3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.476371099469354,26.314843187876757,0.044822803993141834
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Valencia,84,43,14.5,67.4,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.6497240601293,18.983336473590217,0.03676712217903442
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,88,2,21.900000000000006,46.2,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,22.22723554560936,28.40916644829156,0.05080504650669387
UEFA Champions League,2019/2020,Valencia,Ajax,2019-10-02,Ajax,91,10,9.0,47.8,0,1,0,0,0,0,0,0,79.6,70.0,90.9,47.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.264987857520376,62.52644753438498,0.056628438010296586
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,1,3,6.099999999999994,30.6,0,0,0,0,0,0,0,0,54.5,45.5,78.4,26.7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,20.336420530663695,10.341624052759055,0.0472789591166012
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,6,17,24.599999999999994,34.5,0,0,0,0,0,0,0,0,75.5,71.4,75.6,34.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,29.075935066649183,19.033338413899795,0.021589299524899668
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,8,56,12.099999999999994,25.8,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,27.056422527747454,11.154548700423755,0.024456770261337118
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,13,45,25.900000000000006,61.6,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,28.37904156239249,20.908140382787746,0.023802871028732336
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,16,3,13.799999999999997,47.0,0,0,0,0,0,0,0,0,92.6,38.0,86.1,48.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14.122322755127781,43.29896001303795,0.0930864989627171
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,20,3,12.599999999999994,45.4,0,0,1,0,0,0,0,0,46.6,66.4,72.1,48.8,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,13.413426109685767,44.25399823631759,0.41785085014458256
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,23,13,20.900000000000006,87.2,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,42.66907545283821,7.589564201135064,0.03620745019681535
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,34,53,10.700000000000003,45.2,1,0,0,0,1,0,0,0,34.1,16.8,69.5,7.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,11.72731853408954,49.26744377589983,0.1754098536913434
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,37,58,30.599999999999994,72.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38.10052493076702,13.809932458546202,0.008080534805932016
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,41,11,13.299999999999997,46.1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13.860014430006915,43.52940672280255,0.08743455088888286
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,52,41,23.900000000000006,35.7,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,27.851391347650843,20.132882901004557,0.06041620618430051
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,52,43,22.400000000000006,57.5,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,23.622235287965452,25.915984074849174,0.034782302221038855
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,55,42,13.0,40.4,0,0,1,0,0,0,0,0,59.9,38.3,85.8,40.1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16.16044553841261,32.94709125720228,0.32757306452683016
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,71,2,21.799999999999997,56.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,22.80635876241536,27.005131039913152,0.10767986449862162
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,74,24,9.900000000000006,60.6,0,1,0,0,0,0,0,0,75.8,56.3,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.50413734077281,32.394010852770016,0.026293383036077554
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,74,48,21.799999999999997,34.9,0,0,0,0,0,0,0,0,75.9,62.1,78.2,34.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26.51886121235224,20.32992473032182,0.025300267603031088
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,74,49,26.299999999999997,51.5,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26.342740935597416,24.383688474256104,0.026797135834704503
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,85,0,6.400000000000006,31.5,0,0,0,0,0,0,0,0,28.8,41.0,70.2,7.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,19.575750304905302,11.75158705827332,0.05975770086404771
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,85,50,15.200000000000003,66.2,0,0,0,0,0,0,0,0,91.0,67.5,82.1,68.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,22.214409737825584,20.600571799352824,0.03860025453466395
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,86,44,7.099999999999994,42.4,0,1,0,0,0,0,0,0,88.6,96.9,92.9,42.4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,10.400480758118825,46.92352552624477,0.06780953605172668
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,91,12,11.0,30.5,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,22.38861317723811,14.976748755815082,0.04621514458004833
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,92,9,7.5,66.8,1,0,1,0,1,0,0,0,52.5,48.8,72.8,75.9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,18.398097727754354,15.610988533679668,0.35585647499435763
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,94,52,21.400000000000006,30.7,0,0,0,0,0,0,0,0,79.2,16.2,73.6,27.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28.81752938750996,16.999943884175742,0.019786298829352574
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Borussia Dortmund,96,28,10.900000000000006,60.1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.860013458944112,33.4167999092686,0.09944611276788898
UEFA Champions League,2019/2020,Slavia Prague,Borussia Dortmund,2019-10-02,Slavia Prague,97,44,13.200000000000003,35.5,0,1,0,0,0,0,0,0,70.4,81.8,86.8,35.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,19.6084165602427,23.146707841882957,0.008942302322885023
UEFA Champions League,2019/2020,RasenBallsport Leipzig,Lyon,2019-10-02,Lyon,1,10,19.400000000000006,63.9,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,23.86566571457834,22.38099353787906,0.036531984450710146
UEFA Champions League,2019/2020,RasenBallsport Leipzig,Lyon,2019-10-02,RasenBallsport Leipzig,4,54,7.299999999999997,50.3,0,0,1,0,0,0,0,0,79.6,16.1,92.6,50.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.306161783043129,75.90869092719866,0.4405037811506057
UEFA Champions League,2019/2020,RasenBallsport Leipzig,Lyon,2019-10-02,Lyon,10,8,9.299999999999997,59.4,1,0,1,0,0,0,0,0,69.5,65.4,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,13.223085872821061,36.67622250909506,0.3342083790773918
UEFA Champions League,2019/2020,RasenBallsport Leipzig,Lyon,2019-10-02,RasenBallsport Leipzig,22,24,15.200000000000003,49.9,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,15.20032894380908,41.11066089186113,0.5411884812743486
