league,season,homeTeam,awayTeam,date,team,min,sec,x,y,goalYN,headerYN,bigChanceYN,fromCornerYN,fastBreakYN,penaltyYN,directFKYN,ownGoalYN,chanceX1,chanceY1,chanceX2,chanceY2,crossYN,throughballYN,indirectFKYN,secondThroughballYN,dribbleKeeperYN,dribbleBeforeYN,reboundYN,errorYN,onTarget,sixYard,penaltyArea,outBox,Premier League,La Liga,Ligue 1,Bundesliga,Serie A,state_-1,state_0,state_1,distance,angle,xg
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Brighton,61,47,14.599999999999994,59.7,0,0,0,0,0,0,0,0,90.2,63.1,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,17.5285481429581,31.206015367348154,0.06448952252955464
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Newcastle United,65,45,30.099999999999994,66.0,0,0,0,0,0,0,0,0,73.3,97.2,68.6,76.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,34.08826777646526,16.898401798999288,0.012854188158043213
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Brighton,68,1,27.700000000000003,37.4,0,0,0,0,0,0,0,0,71.3,24.4,69.5,42.7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30.431069649291004,19.463174203609128,0.018291487491343468
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Brighton,70,48,14.599999999999994,41.3,0,0,0,0,0,0,0,0,77.6,51.6,85.4,41.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,16.995587662684684,32.993376533604035,0.06731073467936671
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Newcastle United,73,55,19.900000000000006,39.5,0,0,0,0,0,0,0,0,37.4,77.3,46.4,35.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22.500222221124844,25.58696127043768,0.039769055289044286
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Brighton,75,56,7.400000000000006,64.3,0,0,1,0,0,0,0,0,71.7,47.8,92.6,64.3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,16.101242188104617,20.406372961220573,0.2585635443035273
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Newcastle United,76,18,12.0,63.9,0,0,0,0,1,0,0,0,55.3,75.7,78.1,66.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18.363278574372277,24.177063250354525,0.09240151563250205
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Newcastle United,84,19,21.5,76.5,0,0,0,0,0,0,0,0,52.6,80.5,75.1,89.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,34.12477106150311,12.216960229580165,0.012175878556630593
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Brighton,87,6,24.599999999999994,57.1,0,0,0,0,0,0,0,0,67.7,82.9,76.8,85.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,25.60410123398202,24.231874589183754,0.03004782278141238
Premier League,2019/2020,Newcastle United,Brighton,2019-09-21,Newcastle United,91,37,20.5,46.0,0,0,0,0,0,0,0,0,69.7,24.4,70.8,51.3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,20.886598574205422,30.06265305268658,0.047277407396145756
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,0,52,2.9000000000000057,51.5,1,0,1,0,0,0,0,0,81.1,9.5,97.3,51.8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,3.2649655434629063,123.43736445234451,0.5607205618257948
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Watford,3,29,7.299999999999997,33.0,0,0,0,0,1,0,0,0,35.6,18.2,67.7,26.5,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,18.501081049495458,15.036116691624457,0.07997991119605245
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,6,17,11.5,50.0,1,0,1,0,0,1,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,11.5,52.73083024510725,0.76
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,11,20,18.099999999999994,44.0,1,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,19.06856051200509,31.92941769097844,0.11823277752645515
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,14,5,8.700000000000003,41.6,0,1,0,1,0,0,0,0,99.5,0.5,91.4,41.2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12.093386622447825,41.08307186295083,0.040218083529238294
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,14,7,4.099999999999994,50.6,1,1,1,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4.143669871020127,108.14762509013826,0.4377936526012938
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,17,4,2.5,44.8,1,0,1,0,0,0,0,0,92.3,68.4,97.5,44.8,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,5.769748694700666,88.39211963008626,0.5426800923669306
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,21,20,3.0999999999999943,58.1,0,0,0,1,0,0,0,0,99.5,99.5,95.9,57.6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,8.672946442818612,39.59257169246659,0.09294454031720664
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,24,56,12.799999999999997,33.2,0,0,1,0,0,0,0,0,54.3,14.3,79.8,33.4,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21.12060605191053,19.433512868365785,0.2599727863945778
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Watford,26,18,27.599999999999994,65.3,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,31.557091120697415,18.08739387516643,0.04784340092705769
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,26,32,9.599999999999994,42.6,0,0,1,0,1,0,0,0,87.6,18.5,92.0,40.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,12.121056059601402,43.723104458677646,0.50788121847866
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,27,18,14.599999999999994,34.8,0,0,0,0,0,0,0,0,95.5,31.6,85.4,32.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,21.076052761368764,22.011766755360302,0.05184072799350076
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,29,8,17.900000000000006,49.4,0,0,0,0,0,0,0,0,81.8,37.0,80.4,47.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17.9100530429142,35.292901277266175,0.0733469664614166
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,43,12,3.299999999999997,60.6,0,1,0,0,0,0,0,0,83.0,16.5,96.8,61.2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,11.10180165558726,22.513996040755256,0.08127859784734362
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,43,21,9.799999999999997,50.9,0,1,0,0,0,0,0,0,76.4,73.5,89.9,51.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,9.84123975929862,60.05448397706465,0.06541716149976057
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,46,39,14.0,35.8,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,19.940912717325656,23.609207799337735,0.05796783694938774
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,49,21,28.400000000000006,32.8,0,0,0,0,0,0,0,0,64.4,55.5,64.0,33.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,33.202409551115416,16.83607185566968,0.01607182590392026
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,51,59,6.5,59.1,1,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,11.183022847155415,38.676410257567355,0.13170617115878117
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,57,58,27.099999999999994,64.0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,30.502622838044594,18.98638483095873,0.051087851592701836
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,60,10,8.400000000000006,41.9,0,0,1,0,0,0,0,0,94.0,25.6,92.0,40.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11.66919020326604,42.725911231272995,0.39590530804600715
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,61,31,7.299999999999997,47.8,0,0,1,0,0,0,0,0,87.3,91.5,93.5,48.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7.624303246854756,72.87598623178349,0.45049748133249723
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,63,46,3.5,55.8,1,0,1,0,0,0,0,0,90.4,29.7,92.2,56.4,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,6.774215821775976,71.43590989423632,0.45651314908482715
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,65,48,13.0,65.4,0,0,0,0,0,0,0,0,85.4,92.4,85.7,67.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,20.153411621856986,21.63360525791641,0.057351502305499215
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,69,21,8.299999999999997,42.5,0,1,1,0,0,0,0,0,96.4,81.8,92.0,43.3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,11.186599125739688,45.60270477048451,0.21578496485790666
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Watford,75,30,2.799999999999997,68.8,0,0,0,0,0,0,0,0,74.6,60.9,83.2,68.2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,19.00736699282675,5.545082658868433,0.04747145957755881
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,80,3,22.599999999999994,47.9,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,22.697356674291385,28.09195241562311,0.04658884907246464
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,84,15,20.799999999999997,70.8,0,0,0,1,0,0,0,0,95.4,84.5,79.4,78.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,29.415642097360372,15.893224314156392,0.018780769603307795
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,88,1,14.599999999999994,68.8,1,0,0,0,0,0,0,0,73.3,48.5,80.7,75.6,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,23.803361107205,17.30814139383324,0.04001301301021236
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,91,47,13.5,55.5,0,0,1,0,0,0,0,0,62.5,58.5,67.2,47.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14.577379737113251,40.52887035374676,0.3336510739204447
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Watford,92,51,12.299999999999997,69.6,0,0,0,0,0,0,0,0,89.8,85.4,87.2,72.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,23.13979256605382,15.577915460602036,0.03299263067459241
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Watford,94,2,4.799999999999997,60.6,0,1,0,0,0,0,0,0,88.2,100.0,94.3,61.6,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,11.636150566231086,28.00077363119019,0.04431333361736989
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,95,46,21.700000000000003,69.1,0,0,0,0,0,0,0,0,76.8,87.4,75.0,72.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,28.90847626562147,17.118266807183513,0.024673461695973935
Premier League,2019/2020,Manchester City,Watford,2019-09-21,Manchester City,96,8,19.0,38.6,0,0,0,0,0,0,0,0,75.1,20.9,81.7,32.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,22.15761720041214,25.287968261823057,0.04785456525085848
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,0,58,13.099999999999994,48.5,0,0,0,0,0,0,0,0,77.1,56.7,87.6,47.8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,13.185598204101316,46.570406956364174,0.09740565310812782
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,2,4,13.200000000000003,30.3,0,0,0,0,0,0,0,0,76.4,43.9,87.6,30.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23.71349826575573,15.855090794814654,0.03342942954338756
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,2,53,30.0,67.5,0,0,0,0,0,0,0,0,47.5,95.6,60.3,96.2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,34.73110997362451,16.244608021668544,0.012011997715171216
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,12,46,15.5,64.6,0,0,0,0,0,0,0,0,67.4,59.4,73.9,63.7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21.29342621561875,22.772407719236913,0.044411826596593526
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,14,36,3.799999999999997,65.4,0,0,0,0,0,0,0,0,85.4,77.3,80.1,66.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,15.861904047118685,11.183656275920695,0.07146462014570042
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,15,11,18.900000000000006,28.5,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,28.626211764744568,15.311471857506623,0.016736439649977133
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,19,6,21.700000000000003,50.6,0,0,0,0,0,0,0,0,80.1,70.5,78.1,51.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,21.70829334609241,29.415008530741535,0.043919271777015115
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,27,53,7.099999999999994,67.2,0,0,0,0,0,0,0,0,81.6,57.9,90.3,64.2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,18.607794065928395,14.465102504030872,0.055435672301915234
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,28,45,9.5,43.3,1,0,1,0,0,0,0,0,81.2,35.3,84.2,40.6,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,11.62497311824849,46.53422033290438,0.5864017214374884
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,30,35,14.900000000000006,29.5,0,0,0,0,0,0,0,0,73.8,55.7,80.8,30.1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,25.342849090029326,15.565925440652949,0.03341953782437297
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,32,40,23.099999999999994,36.7,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,26.655205870523673,21.226237245049592,0.024066628784834242
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,37,43,22.299999999999997,71.6,0,0,0,0,0,0,0,0,78.6,87.2,77.2,71.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,31.045933711196376,15.267298640414005,0.015414173654060248
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,38,8,8.099999999999994,28.5,0,0,0,0,0,0,0,0,82.2,35.4,90.6,25.9,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,22.975204025209436,10.559097205097594,0.03188002109099947
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,40,9,12.299999999999997,37.6,0,0,0,0,0,0,0,0,77.4,55.4,86.0,36.7,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,17.46568063374571,27.22380573400602,0.07355835147503656
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,49,28,12.700000000000003,73.2,0,0,0,0,0,0,0,0,34.5,95.1,81.7,93.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,26.448629454094597,12.246014910137054,0.023487742049614325
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,49,32,27.799999999999997,50.1,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,27.800179855533305,23.17392820431734,0.02218989533980438
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,58,32,20.5,50.1,0,0,0,0,0,0,0,0,76.1,32.0,75.9,50.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,20.500243900988107,31.07639681411444,0.057539468563125036
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,59,34,10.5,26.7,0,0,0,0,0,0,0,0,83.0,27.1,88.5,25.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,25.556603843233944,10.916168519921275,0.03172018150397284
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,60,12,8.799999999999997,61.0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,14.086873322352265,31.153777302581855,0.08040373676884258
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,61,22,5.799999999999997,66.6,0,0,1,0,1,0,0,0,74.1,79.1,88.4,69.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,17.584083712266608,13.438864194906252,0.3626113326588154
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,63,40,5.799999999999997,46.9,0,1,0,0,0,0,0,0,89.4,30.3,94.2,46.9,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,6.576473218982951,80.75702838431019,0.08561448856525658
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,72,58,8.400000000000006,44.0,1,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,10.322790320451157,52.278183289250805,0.36967385780358797
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,76,32,9.700000000000003,31.2,0,0,0,0,0,0,0,0,57.2,21.5,80.3,30.4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,21.154904868611442,14.918871761163109,0.042573584658045
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,81,52,5.200000000000003,27.7,0,0,0,0,0,0,0,0,85.8,15.5,81.9,18.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22.898253208487326,6.872537833037676,0.03449346470551409
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,85,18,8.200000000000003,28.9,0,0,0,0,0,0,0,0,83.6,84.1,91.2,28.6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,22.637358503146963,11.021305082219802,0.017833117189758253
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Tottenham,86,8,14.799999999999997,58.5,0,0,0,0,0,0,0,0,75.7,35.1,85.2,58.4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,17.06722004311188,33.10161615858658,0.06757260766569483
Premier League,2019/2020,Leicester,Tottenham,2019-09-21,Leicester,88,44,27.0,53.3,1,0,0,0,0,0,0,0,74.4,76.0,73.4,56.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,27.20091910211859,23.514556682936593,0.02578571835225071
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,4,9,26.0,35.1,0,0,0,0,0,0,0,0,73.3,76.0,72.0,40.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,29.966814979239953,18.903926533904276,0.018967564949584896
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,4,54,7.599999999999994,73.3,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,24.508161905781506,8.670367822164488,0.030456918959542355
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,10,42,18.900000000000006,50.9,0,0,0,0,0,0,0,0,85.5,54.3,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,18.92141643746578,33.499558570485334,0.05729742848523954
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,16,37,18.700000000000003,76.4,0,0,0,0,0,0,0,0,75.3,54.8,79.5,76.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,32.35197057367604,11.870946878317032,0.014416262675449121
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,19,0,10.400000000000006,44.2,0,1,0,0,0,0,0,0,85.2,5.6,90.0,43.9,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,11.907980517283361,47.324549704766696,0.04654862207517347
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,29,43,9.599999999999994,54.6,0,0,0,0,0,0,0,0,87.0,24.6,90.4,55.2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,10.645186705737007,53.55123243666768,0.08919230273192168
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,30,54,28.299999999999997,62.0,0,0,0,0,0,0,0,0,71.0,82.0,70.7,63.6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,30.73906309567681,19.473335402665814,0.01804237528119601
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,39,47,98.2,50.2,1,0,0,1,0,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,98.20020366577658,6.643962516680785,0.0
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,42,36,9.400000000000006,45.2,0,1,1,0,0,0,0,0,96.4,14.7,90.6,45.2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,10.554619841567014,53.63297858899269,0.2244014361722266
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,45,12,13.299999999999997,35.4,0,0,0,0,0,0,0,0,73.5,56.7,83.0,51.3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,19.74968354176846,22.978922060897332,0.058824277916736195
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,47,12,19.799999999999997,30.0,0,0,0,0,0,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,28.143205219022228,16.550683587673948,0.0668589574217357
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,59,38,3.5,39.8,0,0,0,1,0,0,0,0,91.3,33.3,95.9,39.2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,10.783784122468331,25.46069100501262,0.109639132293829
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,64,3,17.5,46.4,0,0,0,1,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,17.866449003649272,34.830226603386926,0.05975839241869615
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Sheff Utd,75,12,10.400000000000006,43.9,0,1,0,0,0,0,0,0,96.2,87.5,89.1,44.8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,12.056948204251363,46.40587069080054,0.04405360284000175
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,77,54,11.700000000000003,37.3,0,0,0,0,0,0,0,0,77.6,28.8,86.1,38.6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,17.26788927460447,26.65727458271962,0.07472579863328961
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,77,56,14.099999999999994,52.4,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,14.302796929272255,43.048546115016364,0.10214822571731594
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Sheff Utd,81,26,8.900000000000006,30.8,1,0,1,0,1,0,0,0,63.2,3.4,91.2,30.7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,21.16246677492962,13.726838215871354,0.30144707023180745
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,83,26,15.900000000000006,30.1,0,0,0,0,0,0,0,0,92.5,49.7,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,25.471945351700175,16.38838273271098,0.028337982929198497
Premier League,2019/2020,Everton,Sheff Utd,2019-09-21,Everton,97,24,19.099999999999994,47.5,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,19.26291774368566,32.74574531611734,0.05531478336775543
Premier League,2019/2020,Burnley,Norwich,2019-09-21,Norwich,7,29,7.200000000000003,65.4,0,0,1,0,0,0,0,0,,,,,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,17.000000000000007,17.744023243462365,0.49383035311798756
Premier League,2019/2020,Burnley,Norwich,2019-09-21,Burnley,9,18,3.299999999999997,53.8,1,1,1,1,0,0,0,0,99.5,99.5,97.5,51.5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,5.032891812864643,100.77589939506825,0.4281053154120592
Premier League,2019/2020,Burnley,Norwich,2019-09-21,Burnley,13,32,3.9000000000000057,52.5,1,0,1,0,0,0,0,0,94.0,89.6,96.1,52.5,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,4.6324939287601925,103.93310086194735,0.5470037268024988
Premier League,2019/2020,Burnley,Norwich,2019-09-21,Burnley,17,37,9.299999999999997,58.2,0,0,0,0,0,0,0,0,83.1,88.4,90.7,59.0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,12.398790263570072,41.168522852455084,0.0731287676650162
Premier League,2019/2020,Burnley,Norwich,2019-09-21,Burnley,18,12,8.0,54.5,0,1,0,1,0,0,0,0,97.7,56.0,,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,9.17877987534291,60.4231887324333,0.051685918290701474
Premier League,2019/2020,Burnley,Norwich,2019-09-21,Norwich,21,2,24.299999999999997,56.9,0,0,0,0,0,0,0,0,74.9,68.2,73.2,60.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,25.26064132202506,24.580450859657148,0.02839183304418514
